infector,contactee,lambda,infector_index,contactee_index,unique_contact_probability,seed,matrix_index
P057,P001,0.12959598117134336,56,0,0.12154973031604532,123,0
P058,P001,0.3370143897177251,57,0,0.2861014329700555,123,0
P059,P001,0.2545248208279507,58,0,0.2247151903589213,123,0
P060,P001,0.15475219925222766,59,0,0.14337257589865327,123,0
P061,P001,0.02362844383697016,60,0,0.023351477871339954,123,0
P062,P001,0.12388843233814484,61,0,0.11652159699580134,123,0
P063,P001,0.07787250604827536,62,0,0.07491763856868328,123,0
P064,P001,0.018190113836807294,63,0,0.018025672295792106,123,0
P065,P001,0.2266330537520228,64,0,0.20278673695978888,123,0
P066,P001,0.11924405653627337,65,0,0.11240884809642004,123,0
P067,P001,0.05419146727617182,66,0,0.052749278377802744,123,0
P068,P001,0.04095344034864713,67,0,0.04012617970217691,123,0
P069,P001,0.01485207153632023,68,0,0.014742323522109024,123,0
P070,P001,0.0632101096399922,69,0,0.061253786662220255,123,0
P071,P001,0.08299656510788482,70,0,0.07964569146754719,123,0
P072,P001,0.022120760894573904,71,0,0.02187789098203663,123,0
P073,P001,0.1792910801379366,72,0,0.1641374390062844,123,0
P074,P001,0.01637074493510998,73,0,0.01623747253744723,123,0
P075,P001,0.004156284827665148,74,0,0.004147659429888595,123,0
P076,P001,0.1581819670652468,75,0,0.14630557643501962,123,0
P077,P001,0.04036099655338619,76,0,0.03955733992694843,123,0
P078,P001,0.05185081192321093,77,0,0.050529494044055046,123,0
P079,P001,0.01637074493510998,78,0,0.01623747253744723,123,0
P080,P001,0.003849003589777273,79,0,0.0038416056700437684,123,0
P081,P001,0.17954892189625976,80,0,0.16435293149605246,123,0
P082,P001,0.020308535724759196,81,0,0.020103706351459194,123,0
P083,P001,0.2864204002224148,82,0,0.24905314864554695,123,0
P084,P001,0.11209890720937907,83,0,0.10604416554930285,123,0
P085,P001,0.0376906473811558,84,0,0.03698919526923661,123,0
P086,P001,0.016674203046617944,85,0,0.016535957965000736,123,0
P087,P001,0.030235376532041325,86,0,0.029782859675456463,123,0
P088,P001,0.020006178645757988,87,0,0.019807382974909693,123,0
P089,P001,0.47963504446610045,88,0,0.38099073855705445,123,0
P090,P001,0.06292045168058832,89,0,0.06098183196464679,123,0
P091,P001,0.16866191508096057,90,0,0.15520553262001646,123,0
P092,P001,0.013635470042969175,91,0,0.01354292811638691,123,0
P093,P001,0.06292045168058832,92,0,0.06098183196464679,123,0
P094,P001,0.17437941257820794,93,0,0.16002186107960803,123,0
P095,P001,0.04302423394763063,94,0,0.04211182362615018,123,0
P096,P001,0.14865518150108864,95,0,0.13813374890604968,123,0
P097,P001,0.016977569099235777,96,0,0.016834262319329385,123,0
P098,P001,0.0016953870463173645,97,0,0.00169395068954048,123,0
P099,P001,0.06263070979514057,98,0,0.06070971965090677,123,0
P100,P001,0.02362844383697016,99,0,0.023351477871339954,123,0
P101,P001,0.08498218547179212,100,0,0.08147135258979366,123,0
P102,P001,0.010587474989006179,101,0,0.010531624953083907,123,0
P103,P001,0.11127117202201188,102,0,0.10530390051973515,123,0
P104,P001,0.8910441290370101,103,0,0.5897728010716384,123,0
P105,P001,0.050678426535339126,104,0,0.049415695923911596,123,0
P106,P001,0.053606816862608854,105,0,0.05219530592732713,123,0
P107,P001,0.068697729314145,106,0,0.06639115998389344,123,0
P108,P001,0.01150284938018651,107,0,0.011436944548083416,123,0
P109,P001,0.07958344472488317,108,0,0.07649904452982037,123,0
P110,P001,0.009059986515286776,109,0,0.00901906850291212,123,0
P111,P001,0.03411905318479943,110,0,0.03354356192880037,123,0
P112,P001,0.1864856371997186,111,0,0.17012951887027083,123,0
P113,P001,0.030235376532041325,112,0,0.029782859675456463,123,0
P114,P001,0.09316658165641921,113,0,0.08895827518460075,123,0
P115,P001,0.0,114,0,0.0,123,0
P116,P001,0.0,115,0,0.0,123,0
P117,P001,0.0,116,0,0.0,123,0
P118,P001,0.0,117,0,0.0,123,0
P119,P001,0.0,118,0,0.0,123,0
P120,P001,0.0,119,0,0.0,123,0
C001,P001,0.04538561624305143,120,0,0.04437109525498795,123,0
C002,P001,0.035608767983109045,121,0,0.03498223451453164,123,0
C003,P001,0.06523536950414975,122,0,0.06315306777263474,123,0
C004,P001,0.11842221698371261,123,0,0.11167909075063187,123,0
C005,P001,0.2785121827199044,124,0,0.24309095351717036,123,0
C006,P001,0.04006464298263017,125,0,0.039272667135313744,123,0
C007,P001,0.12606657956559955,126,0,0.11844384879612413,123,0
C008,P001,0.09316658165641921,127,0,0.08895827518460075,123,0
C009,P001,0.09091549947141529,128,0,0.08690513536183608,123,0
C010,P001,0.03531100251056606,129,0,0.03469484275803181,123,0
C011,P001,0.024230881118961323,130,0,0.023939670160200488,123,0
C012,P001,0.022120760894573904,131,0,0.02187789098203663,123,0
C013,P001,0.023929707844299895,132,0,0.023645662603008488,123,0
C014,P001,0.07186106238736778,133,0,0.06933980946590768,123,0
C015,P001,0.1126503502760975,134,0,0.10653699539987238,123,0
C016,P001,0.07243514030160086,135,0,0.06987392759956823,123,0
C017,P001,0.030235376532041325,136,0,0.029782859675456463,123,0
C018,P001,0.34665862189070673,137,0,0.29295334268576667,123,0
C019,P001,0.2611997004823978,138,0,0.2298728904976618,123,0
C020,P001,0.03620403306729821,139,0,0.035556504957418356,123,0
C021,P001,0.022422479386516925,140,0,0.022172963992975303,123,0
C022,P001,0.05972866428473417,141,0,0.057979897391485236,123,0
C023,P001,0.19210241354451676,142,0,0.174777649782052,123,0
C024,P001,0.07300888883946101,143,0,0.07040743301002372,123,0
C025,P001,0.09147874526190818,144,0,0.08741928739008864,123,0
C026,P001,0.04213727600878739,145,0,0.04126184020954471,123,0
C027,P001,0.08242852008272551,146,0,0.07912274026534882,123,0
C028,P001,0.26853814440058255,147,0,0.2355037389979482,123,0
C029,P001,0.04095344034864713,148,0,0.04012617970217691,123,0
C030,P001,0.060019248113251385,149,0,0.058253593431693895,123,0
C031,P001,0.06725653597956952,150,0,0.06504467910998879,123,0
C032,P001,0.06927362557972645,151,0,0.06692866703936384,123,0
C033,P001,0.01150284938018651,152,0,0.011436944548083416,123,0
C034,P001,0.006304613738591103,153,0,0.006284781361774461,123,0
C035,P001,0.02362844383697016,154,0,0.023351477871339954,123,0
C036,P001,0.061760980095843646,155,0,0.05989243564125635,123,0
C037,P001,0.09119716202238878,156,0,0.0871622837744519,123,0
C038,P001,0.030534656966053113,157,0,0.030073183236050904,123,0
C039,P001,0.21575222026653518,158,0,0.19406502851215857,123,0
C040,P001,0.045090748220559466,159,0,0.04408926930092072,123,0
C041,P001,0.05302182443297021,160,0,0.05164068514785669,123,0
C042,P001,0.04891726725395086,161,0,0.047740090483108566,123,0
C043,P001,0.05972866428473417,162,0,0.057979897391485236,123,0
C044,P001,0.10629032102489007,163,0,0.10083643590879787,123,0
C045,P001,0.1093371212901361,164,0,0.10357183846569296,123,0
C046,P001,0.02091297576148181,165,0,0.02069581593777925,123,0
C047,P001,0.25308867442493854,166,0,0.2236009679665133,123,0
C048,P001,0.016674203046617944,167,0,0.016535957965000736,123,0
C049,P001,0.056235056111199465,168,0,0.05468309274275063,123,0
C050,P001,0.03947167223459312,169,0,0.038702814993957335,123,0
C051,P001,0.017584025251102857,170,0,0.017430328466990885,123,0
C052,P001,0.048035523115206674,171,0,0.04690007060245227,123,0
C053,P001,0.024230881118961323,172,0,0.023939670160200488,123,0
C054,P001,0.055943370413767575,173,0,0.05440731710341362,123,0
C055,P001,0.0781578658571727,174,0,0.07518158223330773,123,0
C056,P001,0.24031232971299712,175,0,0.21361778782380847,123,0
C057,P001,0.07186106238736778,176,0,0.06933980946590768,123,0
C058,P001,0.027837903105028632,177,0,0.027453999288149733,123,0
C059,P001,0.03501314834733677,178,0,0.034407279774370636,123,0
C060,P001,0.060019248113251385,179,0,0.058253593431693895,123,0
C061,P001,0.0571096030673895,180,0,0.055509455367499294,123,0
C062,P001,0.0,181,0,0.0,123,0
C063,P001,0.0,182,0,0.0,123,0
C064,P001,0.0,183,0,0.0,123,0
C065,P001,0.0,184,0,0.0,123,0
C066,P001,0.0,185,0,0.0,123,0
P001,P002,12.0,0,1,0.9999938557876467,123,0
P002,P002,0.0,1,1,0.0,123,0
P003,P002,0.11593989898190431,2,1,0.10947125662672885,123,0
P004,P002,0.007907278339331478,3,1,0.007876098051826541,123,0
P005,P002,0.036145166375274276,4,1,0.035499729688151405,123,0
P006,P002,0.40987438184843833,5,1,0.33626637810958193,123,0
P007,P002,0.01124308328136018,6,1,0.011180116023497,123,0
P008,P002,0.061347582140401105,7,1,0.059503716753993685,123,0
P009,P002,0.28431500629923007,8,1,0.24747044418452901,123,0
P010,P002,0.03335699049834793,9,1,0.032806780838233296,123,0
P011,P002,0.0490548418815926,10,1,0.0478710882743858,123,0
P012,P002,0.0823920734134201,11,1,0.0790891767447569,123,0
P013,P002,0.3589414745593995,12,1,0.30158477478574075,123,0
P014,P002,0.04262083644898098,13,1,0.04172533598298167,123,0
P015,P002,0.060442172886761444,14,1,0.058651797106360815,123,0
P016,P002,0.060894979984317345,15,1,0.05907794976414715,123,0
P017,P002,0.7743320310093376,16,1,0.5389883803595586,123,0
P018,P002,0.7591343263019557,17,1,0.5319285511816999,123,0
P019,P002,0.2184709006724123,18,1,0.19625313240223752,123,0
P020,P002,0.11807990219099412,19,1,0.11137495331031211,123,0
P021,P002,0.1774224318843447,20,1,0.16257404563021716,123,0
P022,P002,0.35826919342063107,21,1,0.3011150855388798,123,0
P023,P002,0.031027557429329663,22,1,0.03055114281045368,123,0
P024,P002,0.27119502632069414,23,1,0.23753221938211133,123,0
P025,P002,0.021655180371874572,24,1,0.0214223903513735,123,0
P026,P002,0.04169830417435581,25,1,0.040840888774649864,123,0
P027,P002,0.20875622364054067,26,1,0.18840694126864432,123,0
P028,P002,0.01740878127378751,27,1,0.01725812396130144,123,0
P029,P002,0.06945958613660473,28,1,0.06710216537162517,123,0
P030,P002,0.04215967669488934,29,1,0.041283316361575007,123,0
P031,P002,0.07125335203829954,30,1,0.06877406574991007,123,0
P032,P002,0.00024053541535086367,31,1,0.0002405064890271813,123,0
P033,P002,0.01124308328136018,32,1,0.011180116023497,123,0
P034,P002,0.03938824319083181,33,1,0.03862261154343982,123,0
P035,P002,0.20091595475269533,34,1,0.18201882390477153,123,0
P036,P002,0.07661542459331548,35,1,0.07375400344898941,123,0
P037,P002,0.08989614981965194,36,1,0.08597389788187515,123,0
P038,P002,0.14715360376062617,37,1,0.13683861760133031,123,0
P039,P002,0.02400652262853002,38,1,0.023720658170346742,123,0
P040,P002,0.09603397335288165,39,1,0.09156684697562856,123,0
P041,P002,0.04400304107273142,40,1,0.04304895268911357,123,0
P042,P002,0.011718719766412361,41,1,0.011650323004798846,123,0
P043,P002,0.053625346579303575,42,1,0.05221286831707672,123,0
P044,P002,0.151711409945516,43,1,0.14076378801061085,123,0
P045,P002,0.11164610452575781,44,1,0.10563928829058777,123,0
P046,P002,0.07884116342479099,45,1,0.07581329256101255,123,0
P047,P002,0.9459331576718298,46,1,0.6116829592465158,123,0
P048,P002,0.12106823372593772,47,1,0.1140264957429249,123,0
P049,P002,0.21265342674259255,48,1,0.19156372893789697,123,0
P050,P002,0.7866766530595901,49,1,0.5446444119520767,123,0
P051,P002,0.021184247734540862,50,1,0.020961437686517925,123,0
P052,P002,0.027757208032879854,51,1,0.027375516451907833,123,0
P053,P002,0.46576445538718136,52,1,0.37234489258358183,123,0
P054,P002,0.0356810099172365,53,1,0.0350519467462741,123,0
P055,P002,0.0819488986055514,54,1,0.0786809618189922,123,0
P056,P002,0.23382071436738702,55,1,0.2084962915813623,123,0
P057,P002,0.19539096105125506,56,1,0.17748697536973634,123,0
P058,P002,0.48549930603620817,57,1,0.3846101478266458,123,0
P059,P002,0.3729559705208024,58,1,0.3113044449169693,123,0
P060,P002,0.2319148235886355,59,1,0.20698633351162554,123,0
P061,P002,0.03660910749204269,60,1,0.03594709723655898,123,0
P062,P002,0.1870458099976047,61,1,0.1705942595598694,123,0
P063,P002,0.11893462282711875,62,1,0.11213415497661006,123,0
P064,P002,0.02822505612108026,63,1,0.027830450528755657,123,0
P065,P002,0.3341055862199291,64,1,0.28402181919361846,123,0
P066,P002,0.1802388296922768,65,1,0.16492925209643516,123,0
P067,P002,0.08327783425227635,66,1,0.07990452233417056,123,0
P068,P002,0.06315594505484387,67,1,0.06120293848594249,123,0
P069,P002,0.023066649078981344,68,1,0.02280264770068896,123,0
P070,P002,0.09690773801983651,69,1,0.0923602570896912,123,0
P071,P002,0.12659441080297956,70,1,0.11890903888850257,123,0
P072,P002,0.03428724649414354,71,1,0.03370609976618488,123,0
P073,P002,0.2671515661515876,72,1,0.23444296986125157,123,0
P074,P002,0.025414678721321964,73,1,0.02509444439408337,123,0
P075,P002,0.006474234194277091,74,1,0.00645332149565081,123,0
P076,P002,0.23686260428107161,75,1,0.21090030050967934,123,0
P077,P002,0.06225217236962058,76,1,0.06035409582214957,123,0
P078,P002,0.07973007371153888,77,1,0.07663444661191887,123,0
P079,P002,0.025414678721321964,78,1,0.02509444439408337,123,0
P080,P002,0.0059960960899772126,79,1,0.0059781553817973565,123,0
P081,P002,0.26751982978725225,80,1,0.23472484477115385,123,0
P082,P002,0.03149387834605665,81,1,0.031003111700794284,123,0
P083,P002,0.4168753263211968,82,1,0.3408969123714143,123,0
P084,P002,0.16973769635906402,83,1,0.15611385802453615,123,0
P085,P002,0.05817505676918427,84,1,0.05651523041606821,123,0
P086,P002,0.025883623784799522,85,1,0.02555151436301273,123,0
P087,P002,0.04676173202113408,86,1,0.04568524684904418,123,0
P088,P002,0.031027557429329663,87,1,0.03055114281045368,123,0
P089,P002,0.6728688284379458,88,1,0.4897573226195814,123,0
P090,P002,0.09647095111944269,89,1,0.09196372534607988,123,0
P091,P002,0.2519347863985076,90,1,0.22270457334966887,123,0
P092,P002,0.021184247734540862,91,1,0.020961437686517925,123,0
P093,P002,0.09647095111944269,92,1,0.09196372534607988,123,0
P094,P002,0.26012866560610565,93,1,0.22904761563401643,123,0
P095,P002,0.06631273257386162,94,1,0.06416184855023654,123,0
P096,P002,0.22310063504908173,95,1,0.19996566625116474,123,0
P097,P002,0.026352349041877613,96,1,0.026008155951868672,123,0
P098,P002,0.002642712765946053,97,1,0.0026392238746203445,123,0
P099,P002,0.09603397335288165,98,1,0.09156684697562856,123,0
P100,P002,0.03660910749204269,99,1,0.03594709723655898,123,0
P101,P002,0.12955744367760352,100,1,0.12151587639195816,123,0
P102,P002,0.016462683236131485,101,1,0.016327913835257446,123,0
P103,P002,0.1685189004203041,102,1,0.15508470598615554,123,0
P104,P002,1.1762088400598734,103,1,0.6915541075190629,123,0
P105,P002,0.07795146227348541,104,1,0.07499067669650494,123,0
P106,P002,0.0823920734134201,105,1,0.0790891767447569,123,0
P107,P002,0.10517064491897977,106,1,0.09982910011110746,123,0
P108,P002,0.017881494841130035,107,1,0.01772256959577556,123,0
P109,P002,0.12149441017365857,108,1,0.11440399633709919,123,0
P110,P002,0.014093514647309246,109,1,0.013994665989630506,123,0
P111,P002,0.052712915273324654,110,1,0.051347683015672385,123,0
P112,P002,0.27741202780544166,111,1,0.24225777808289217,123,0
P113,P002,0.04676173202113408,112,1,0.04568524684904418,123,0
P114,P002,0.14174018541922434,113,1,0.13215329357473748,123,0
P115,P002,0.0,114,1,0.0,123,0
P116,P002,0.0,115,1,0.0,123,0
P117,P002,0.0,116,1,0.0,123,0
P118,P002,0.0,117,1,0.0,123,0
P119,P002,0.0,118,1,0.0,123,0
P120,P002,0.0,119,1,0.0,123,0
C001,P002,0.06990832935183511,120,1,0.06752070303042701,123,0
C002,P002,0.054992434439383425,121,1,0.05350769132866917,123,0
C003,P002,0.09995991604214867,122,1,0.095126311772192,123,0
C004,P002,0.17903277320687885,123,1,0.16392150202555933,123,0
C005,P002,0.4060349250814048,124,1,0.3337131031055869,123,0
C006,P002,0.0617999795404427,125,1,0.059929098599207586,123,0
C007,P002,0.19023313228139307,126,1,0.1732336344550114,123,0
C008,P002,0.14174018541922434,127,1,0.13215329357473748,123,0
C009,P002,0.1383942263260234,128,1,0.12924465060930812,123,0
C010,P002,0.05453694611327152,129,1,0.05307647693220818,123,0
C011,P002,0.03753634450036848,130,1,0.03684058846290306,123,0
C012,P002,0.03428724649414354,131,1,0.03370609976618488,123,0
C013,P002,0.037072833467260445,132,1,0.03639404996924911,123,0
C014,P002,0.10992341114136098,133,1,0.10409725116203661,123,0
C015,P002,0.17054940250890405,134,1,0.15679856766663436,123,0
C016,P002,0.11078512879257561,135,1,0.10486893384043794,123,0
C017,P002,0.04676173202113408,136,1,0.04568524684904418,123,0
C018,P002,0.4984427722559124,137,1,0.39252409812877953,123,0
C019,P002,0.38219102916935366,138,1,0.3176353108056509,123,0
C020,P002,0.05590278915486373,139,1,0.05436894298330164,123,0
C021,P002,0.03475205017708643,140,1,0.034155132365731644,123,0
C022,P002,0.09165366122545905,141,1,0.08757889836509203,123,0
C023,P002,0.2854006075050055,142,1,0.248286947898806,123,0
C024,P002,0.11164610452575781,143,1,0.10563928829058777,123,0
C025,P002,0.13923176625721667,144,1,0.12997363766422532,123,0
C026,P002,0.06496104369496097,145,1,0.06289603122559806,123,0
C027,P002,0.1257462149021087,146,1,0.11816138411295973,123,0
C028,P002,0.3923170496921613,147,1,0.324510083863226,123,0
C029,P002,0.06315594505484387,148,1,0.06120293848594249,123,0
C030,P002,0.09209255686842896,149,1,0.08797926814445067,123,0
C031,P002,0.10300280661354647,150,1,0.09787555843671492,123,0
C032,P002,0.10603646608404355,151,1,0.1006081498208744,123,0
C033,P002,0.017881494841130035,152,1,0.01772256959577556,123,0
C034,P002,0.009814814937491784,153,1,0.009766806833294228,123,0
C035,P002,0.03660910749204269,154,1,0.03594709723655898,123,0
C036,P002,0.09472189318628516,155,1,0.09037412755222762,123,0
C037,P002,0.1388130839757595,156,1,0.12960929677569966,123,0
C038,P002,0.04722077485438737,157,1,0.046123217665772986,123,0
C039,P002,0.3188325281624834,158,1,0.27300270931593196,123,0
C040,P002,0.06945958613660473,159,1,0.06710216537162517,123,0
C041,P002,0.08150552730668931,160,1,0.07827238483140575,123,0
C042,P002,0.07527759952818283,161,1,0.07251401908218269,123,0
C043,P002,0.09165366122545905,162,1,0.08757889836509203,123,0
C044,P002,0.16117476431680336,163,1,0.14885669137049096,123,0
C045,P002,0.1656692530938451,164,1,0.15267356155348089,123,0
C046,P002,0.03242586832050104,165,1,0.03190578637874297,123,0
C047,P002,0.37096588446027795,166,1,0.3099325168181475,123,0
C048,P002,0.025883623784799522,167,1,0.02555151436301273,123,0
C049,P002,0.08637183323703858,168,1,0.0827468973877239,123,0
C050,P002,0.060894979984317345,169,1,0.05907794976414715,123,0
C051,P002,0.02728914096039044,170,1,0.026920156396051498,123,0
C052,P002,0.07393798228926261,171,1,0.07127071028027032,123,0
C053,P002,0.03753634450036848,172,1,0.03684058846290306,123,0
C054,P002,0.08593041904205805,173,1,0.08234191947291647,123,0
C055,P002,0.11936170934593067,174,1,0.1125132695464095,123,0
C056,P002,0.353212626730649,175,1,0.29757217743373854,123,0
C057,P002,0.10992341114136098,176,1,0.10409725116203661,123,0
C058,P002,0.043081783632778925,177,1,0.04216694820289146,123,0
C059,P002,0.05408125022299774,178,1,0.05264486944093161,123,0
C060,P002,0.09209255686842896,179,1,0.08797926814445067,123,0
C061,P002,0.0876949079457591,180,1,0.08395968928522368,123,0
C062,P002,0.0,181,1,0.0,123,0
C063,P002,0.0,182,1,0.0,123,0
C064,P002,0.0,183,1,0.0,123,0
C065,P002,0.0,184,1,0.0,123,0
C066,P002,0.0,185,1,0.0,123,0
P001,P003,0.07587270408142834,0,2,0.07306580601075685,123,0
P002,P003,0.11593989898190431,1,2,0.10947125662672885,123,0
P003,P003,0.0,2,2,0.0,123,0
P004,P003,0.0040123920773794735,3,2,0.004004353187608056,123,0
P005,P003,0.018468678933419098,4,2,0.01829917797292302,123,0
P006,P003,0.22839212828280742,5,2,0.20418786180359627,123,0
P007,P003,0.005709767224625711,6,2,0.005693497483951537,123,0
P008,P003,0.03153915858569851,7,2,0.03104698711875653,123,0
P009,P003,0.15404570202288267,8,2,0.14276715715879584,123,0
P010,P003,0.017032418359886184,9,2,0.016888186754266843,123,0
P011,P003,0.02514408707941831,10,2,0.02483060740465881,123,0
P012,P003,0.04257468434626471,11,2,0.0416811085716714,123,0
P013,P003,0.1977750750415963,12,2,0.17944560445375757,123,0
P014,P003,0.02181195313031606,13,2,0.021575792637623215,123,0
P015,P003,0.03106684954262174,14,2,0.030589233756439405,123,0
P016,P003,0.031303031948638885,15,2,0.030818164487860122,123,0
P017,P003,0.465055786620338,16,2,0.37189993536758714,123,0
P018,P003,0.4545941779424718,17,2,0.3652945068208493,123,0
P019,P003,0.11659065601398548,18,2,0.11005058594699013,123,0
P020,P003,0.06154129964035613,19,2,0.05968588969708788,123,0
P021,P003,0.09378022674475717,20,2,0.08951715996831555,123,0
P022,P003,0.19737511628445686,21,2,0.1791173508979833,123,0
P023,P003,0.01583395675014165,22,2,0.015709258679095006,123,0
P024,P003,0.14649772996131974,23,2,0.13627230697219073,123,0
P025,P003,0.011025695359067413,24,2,0.010965135157122274,123,0
P026,P003,0.021335026321839767,25,2,0.021109044609593397,123,0
P027,P003,0.11115469679270558,26,2,0.10519968451721518,123,0
P028,P003,0.008854411995217288,27,2,0.008815327132221884,123,0
P029,P003,0.035779931488154906,28,2,0.03514739620247376,123,0
P030,P003,0.021573518158475226,29,2,0.021342474274769097,123,0
P031,P003,0.03671988815104808,30,2,0.03605388973706214,123,0
P032,P003,0.00012182447301843921,31,2,0.0001218170527186313,123,0
P033,P003,0.005709767224625711,32,2,0.005693497483951537,123,0
P034,P003,0.020141713216511325,33,2,0.01994022395803763,123,0
P035,P003,0.10678455292443786,34,2,0.10128072142600164,123,0
P036,P003,0.03953446862670893,35,2,0.03876317909358318,123,0
P037,P003,0.04653645554450667,36,2,0.045470237966548366,123,0
P038,P003,0.07722694845915351,37,2,0.07432025182667257,123,0
P039,P003,0.012229929884899609,38,2,0.012155448236716992,123,0
P040,P003,0.049787346392085464,39,2,0.04856827162064903,123,0
P041,P003,0.02252691712808042,40,2,0.0222750807077432,123,0
P042,P003,0.005952014369095531,41,2,0.005934336222487735,123,0
P043,P003,0.027517403215225417,42,2,0.02714224844670654,123,0
P044,P003,0.0797049765812403,43,2,0.07661127249551158,123,0
P045,P003,0.05809857278298158,44,2,0.05644306618029993,123,0
P046,P003,0.040704876456147704,45,2,0.039887560074212125,123,0
P047,P003,0.5865387985262082,46,2,0.4437507526193807,123,0
P048,P003,0.06314385834208042,47,2,0.06119159144694275,123,0
P049,P003,0.11333262772073628,48,2,0.1071463771481802,123,0
P050,P003,0.47358980159523034,49,2,0.3772373435708054,123,0
P051,P003,0.010784674334358414,50,2,0.010726728231138294,123,0
P052,P003,0.014153693826130796,51,2,0.014054001195555,123,0
P053,P003,0.2627007081785237,52,2,0.2310279900924569,123,0
P054,P003,0.018229445378531543,53,2,0.01806429410050181,123,0
P055,P003,0.042341149468071916,54,2,0.04145728155140116,123,0
P056,P003,0.12522719135290805,55,2,0.11770357030692391,123,0
P057,P003,0.10371404893741892,56,2,0.09851695939816074,123,0
P058,P003,0.2749913298559403,57,2,0.24042129114675037,123,0
P059,P003,0.20613746704463073,58,2,0.18627879125567248,123,0
P060,P003,0.12415169476344033,59,2,0.1167541530498939,123,0
P061,P003,0.018707855269301302,60,2,0.01853394950145182,123,0
P062,P003,0.09909054276706561,61,2,0.09433929671496144,123,0
P063,P003,0.06199943567576956,62,2,0.06011658281007459,123,0
P064,P003,0.014393904309958476,63,2,0.01429080731816057,123,0
P065,P003,0.18307193608528302,64,2,0.16729174818932835,123,0
P066,P003,0.09533198402939067,65,2,0.09092891271577763,123,0
P067,P003,0.043041590550688055,66,2,0.042128449166718984,123,0
P068,P003,0.03248310797069931,67,2,0.03196119816699883,123,0
P069,P003,0.011748410082281802,68,2,0.011679666983280157,123,0
P070,P003,0.050250897853123255,69,2,0.04900920698240563,123,0
P071,P003,0.06611324232211456,70,2,0.06397513933909471,123,0
